texto,intent,source,style_tag,slots_json,quality_flags
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
